"","P1_2020Oct","P3_2023Jan"
"AHR",20,68
"AR",27,33
"ARID3A",144,163
"ARNT",117,46
"ARNTL",64,129
"ASCL2",30,43
"ATF1",44,165
"ATF2",129,127
"ATF3",1,3
"BACH1",59,112
"BACH2",67,100
"BARX2",155,134
"BATF",108,47
"BCL11A",82,57
"BCL6",100,128
"BHLHE40",38,116
"CEBPA",26,10
"CEBPD",142,148
"CLOCK",92,145
"CTCF",134,179
"E2F2",141,18
"E2F3",175,72
"E2F4",35,114
"E2F6",180,176
"E2F7",50,78
"E2F8",14,64
"EBF1",41,150
"EGR1",3,152
"EGR2",98,102
"EHF",29,4
"ELF1",118,11
"ELK1",172,132
"ELK3",57,130
"ELK4",85,51
"EPAS1",135,65
"ESR1",114,58
"ESR2",107,67
"ESRRA",86,90
"ETS2",74,154
"ETV1",151,75
"ETV5",43,63
"ETV6",158,160
"ETV7",17,50
"FOS",99,29
"FOSL1",176,161
"FOSL2",150,146
"FOXD2",76,106
"FOXH1",55,94
"FOXK1",159,113
"FOXM1",72,71
"FOXO3",73,30
"FOXP1",115,181
"FOXP2",166,49
"FOXP3",89,126
"GATA1",171,27
"GATA2",40,74
"GATA3",88,177
"GATA4",162,20
"GLI2",68,66
"GLIS1",168,88
"GMEB1",169,81
"GMEB2",22,6
"GRHL2",60,19
"GTF2B",94,156
"GTF2I",178,12
"HEY1",167,44
"HIF1A",9,120
"HINFP",157,89
"HNF1B",105,24
"HNF4A",103,38
"HNF4G",4,171
"HOXA1",25,169
"HOXA4",127,143
"HOXB13",110,22
"HOXC6",71,172
"HSF1",56,109
"HSF2",146,122
"IRF2",113,136
"IRF3",91,97
"IRF4",75,111
"JUN",152,175
"JUNB",6,125
"JUND",48,166
"KLF1",5,5
"KLF10",18,168
"KLF3",147,118
"KLF4",173,52
"KLF9",36,1
"KMT2A",42,105
"LHX2",90,107
"MAF",126,60
"MAFF",47,53
"MAFK",15,137
"MECOM",112,83
"MEF2A",140,39
"MEF2C",32,93
"MEIS1",19,174
"MITF",143,99
"MNT",79,85
"MXI1",170,104
"MYB",125,7
"MYBL2",104,13
"MYC",128,139
"NANOG",81,70
"NFAT5",61,149
"NFATC1",165,56
"NFE2",121,45
"NFIC",28,16
"NFYA",83,91
"NFYB",46,115
"NKX2-1",161,23
"NR2C2",13,77
"NR2F2",174,108
"NRF1",156,73
"PAX5",148,37
"PAX6",131,155
"PBX1",31,80
"PBX3",137,170
"PGR",145,121
"POU2F1",109,142
"POU2F2",97,42
"PPARG",12,141
"PRDM1",65,62
"RARG",132,17
"RBPJ",93,87
"RELA",87,28
"REST",133,123
"RFX2",101,119
"RFX5",122,32
"RUNX1",66,144
"RUNX2",33,131
"RUNX3",80,48
"RXRA",51,117
"RXRG",106,158
"SETDB1",149,92
"SIX5",153,21
"SMAD3",34,79
"SOX17",54,14
"SP1",70,95
"SP4",136,25
"SPDEF",63,35
"SPI1",11,76
"SPIB",49,135
"SREBF1",120,84
"SRF",7,2
"STAT1",62,167
"STAT2",52,133
"STAT3",78,55
"STAT4",139,82
"STAT5A",160,86
"STAT5B",53,151
"TBP",21,36
"TCF12",96,59
"TCF21",111,34
"TCF3",123,153
"TCF4",102,124
"TCF7L2",138,110
"TEAD4",177,178
"TFAP2A",2,140
"TFAP2C",37,157
"TFAP4",163,159
"TFDP1",58,54
"THAP1",10,96
"TP63",164,103
"TP73",95,41
"USF1",181,98
"USF2",24,69
"VDR",39,138
"VEZF1",45,9
"XBP1",69,101
"YY1",154,164
"ZBTB33",84,15
"ZBTB7A",8,147
"ZBTB7B",77,26
"ZEB1",23,61
"ZFX",16,8
"ZKSCAN1",119,162
"ZNF143",116,173
"ZNF263",130,180
"ZNF384",179,40
"ZNF76",124,31
