"","P1_2020Oct","P2_2021Mar","P3_2023Jan"
"AHR",81,136,115
"AR",31,96,70
"ARID3A",72,71,63
"ARNT",169,109,60
"ARNTL",160,95,145
"ASCL2",94,92,71
"ATF1",50,84,139
"ATF2",170,160,168
"ATF3",7,73,80
"BACH1",151,106,131
"BACH2",48,62,25
"BARX2",37,28,125
"BATF",99,124,67
"BCL11A",6,44,44
"BCL6",152,110,132
"BHLHE40",58,175,151
"CEBPA",77,4,19
"CEBPD",21,50,33
"CLOCK",96,2,8
"CTCF",67,102,98
"E2F2",69,19,7
"E2F3",46,70,54
"E2F4",150,31,75
"E2F6",36,32,2
"E2F7",138,118,4
"E2F8",155,90,90
"EBF1",173,117,133
"EGR1",114,91,29
"EGR2",118,43,26
"EHF",132,100,173
"ELF1",61,29,28
"ELK1",103,13,146
"ELK3",54,1,6
"ELK4",121,147,84
"EPAS1",128,40,74
"ESR1",71,47,1
"ESR2",92,59,174
"ESRRA",55,89,15
"ETS2",177,137,136
"ETV1",18,172,128
"ETV5",24,35,22
"ETV6",165,181,172
"ETV7",127,98,73
"FOS",167,42,109
"FOSL1",135,82,20
"FOSL2",28,56,97
"FOXD2",107,88,48
"FOXH1",131,130,45
"FOXK1",122,76,164
"FOXM1",79,150,78
"FOXO3",35,30,10
"FOXP1",97,14,89
"FOXP2",104,114,155
"FOXP3",116,78,137
"GATA1",32,162,58
"GATA2",95,79,117
"GATA3",123,55,77
"GATA4",78,39,32
"GLI2",4,113,42
"GLIS1",82,37,16
"GMEB1",168,86,154
"GMEB2",178,131,27
"GRHL2",147,18,94
"GTF2B",179,178,181
"GTF2I",1,22,5
"HEY1",86,134,34
"HIF1A",2,41,47
"HINFP",87,140,142
"HNF1B",93,26,140
"HNF4A",10,10,36
"HNF4G",42,163,118
"HOXA1",175,156,167
"HOXA4",174,145,162
"HOXB13",70,23,46
"HOXC6",110,143,175
"HSF1",13,48,92
"HSF2",85,120,123
"IRF2",83,85,165
"IRF3",144,142,170
"IRF4",65,165,62
"JUN",43,20,166
"JUNB",90,125,105
"JUND",180,179,180
"KLF1",30,83,59
"KLF10",62,54,135
"KLF3",156,169,158
"KLF4",142,176,177
"KLF9",12,112,156
"KMT2A",66,72,61
"LHX2",84,108,100
"MAF",44,171,134
"MAFF",5,104,24
"MAFK",115,34,114
"MECOM",88,129,169
"MEF2A",164,46,116
"MEF2C",117,168,163
"MEIS1",22,64,51
"MITF",133,58,101
"MNT",16,25,55
"MXI1",3,148,13
"MYB",157,7,110
"MYBL2",39,151,35
"MYC",148,87,103
"NANOG",102,167,138
"NFAT5",14,101,86
"NFATC1",126,65,129
"NFE2",17,15,23
"NFIC",25,63,14
"NFYA",73,33,107
"NFYB",20,99,18
"NKX2-1",23,75,30
"NR2C2",124,17,161
"NR2F2",141,166,50
"NRF1",166,132,17
"PAX5",125,24,120
"PAX6",158,133,153
"PBX1",136,103,127
"PBX3",40,135,95
"PGR",41,152,159
"POU2F1",163,161,143
"POU2F2",45,69,119
"PPARG",64,115,106
"PRDM1",38,51,65
"RARG",109,16,87
"RBPJ",113,146,83
"RELA",171,153,160
"REST",106,57,147
"RFX2",33,11,157
"RFX5",76,94,150
"RUNX1",49,8,41
"RUNX2",149,74,82
"RUNX3",143,139,144
"RXRA",154,45,66
"RXRG",119,170,88
"SETDB1",100,154,40
"SIX5",112,107,93
"SMAD3",146,81,81
"SOX17",56,77,39
"SP1",11,68,38
"SP4",130,177,171
"SPDEF",29,116,11
"SPI1",181,21,96
"SPIB",63,12,99
"SREBF1",27,126,52
"SRF",172,164,85
"STAT1",137,155,64
"STAT2",68,128,141
"STAT3",159,149,149
"STAT4",105,61,72
"STAT5A",145,27,152
"STAT5B",80,97,76
"TBP",51,49,91
"TCF12",108,174,179
"TCF21",47,105,9
"TCF3",91,180,178
"TCF4",59,159,56
"TCF7L2",176,80,112
"TEAD4",74,127,104
"TFAP2A",120,9,12
"TFAP2C",9,158,176
"TFAP4",52,52,49
"TFDP1",26,122,53
"THAP1",19,6,57
"TP63",129,121,108
"TP73",111,119,122
"USF1",60,60,126
"USF2",134,138,124
"VDR",98,157,130
"VEZF1",34,66,37
"XBP1",53,53,111
"YY1",140,144,102
"ZBTB33",89,123,148
"ZBTB7A",101,111,21
"ZBTB7B",162,173,113
"ZEB1",161,38,79
"ZFX",139,93,121
"ZKSCAN1",75,141,69
"ZNF143",8,67,68
"ZNF263",57,5,43
"ZNF384",153,3,31
"ZNF76",15,36,3
