"","P1_2020Oct","P2_2021Mar"
"AHR",-0.317089922862879,0.360064153969527
"AR",-0.408809129653763,-0.4268786263503
"CTCF",0.535011095065338,0.30491060899099
"ESR1",-0.396111443767391,-0.378234822397283
"ETV1",0.41130992215843,0.309797631963772
"FOXK1",0.442446549963016,-0.333440256615878
"FOXP1",0.379909126131521,-0.310552384546441
"GLIS1",-0.406995174527139,-0.500957592339261
"GTF2B",0.676411538867951,0.466710693900656
"JUND",0.312440562149977,0.53616680032077
"KLF3",0.556126941636434,0.642643520920798
"MXI1",0.389278292416611,0.354384640784943
"NKX2-1",-0.336356591877708,0.497938582008585
"PAX6",-0.35456658800324,-0.361800084909666
"PBX3",-0.341375788101863,-0.54152554365772
"PGR",-0.660402944595118,-0.326081418934855
"POU2F2",-0.571360642457117,-0.449728760790603
"SOX17",0.305677855658483,-0.558035756403604
"ZNF263",0.305924412665986,0.382272748714562
